,,,,,,,T,07:15 pm-09:00 pm,,,,Jeannie Barrettÿ(P),11/28-11/28,TBA,,,,,,,,
25071,ACCT,229,504,CS,3,INTRO ACCOUNTINGÿ,TR,03:55 pm-05:10 pm,126,126,0,Jacqueline D. Knoopÿ(P),08/28-12/13,WCBA 161,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Jacqueline D. Knoopÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Jacqueline D. Knoopÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Jacqueline D. Knoopÿ(P),11/28-11/28,TBA,,,,,,,,
16481,ACCT,229,505,CS,3,INTRO ACCOUNTINGÿ,MWF,09:10 am-10:00 am,60,60,0,Morgan E. Clarkeÿ(P),08/28-12/13,WCBA 161,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Morgan E. Clarkeÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Morgan E. Clarkeÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Morgan E. Clarkeÿ(P),11/28-11/28,TBA,,,,,,,,
10008,ACCT,229,506,CS,3,INTRO ACCOUNTINGÿ,MWF,11:30 am-12:20 pm,60,60,0,Morgan E. Clarkeÿ(P),08/28-12/13,WCBA 161,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Morgan E. Clarkeÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Morgan E. Clarkeÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Morgan E. Clarkeÿ(P),11/28-11/28,TBA,,,,,,,,
21500,ACCT,229,507,CS,3,INTRO ACCOUNTINGÿ,MWF,12:40 pm-01:30 pm,60,60,0,Morgan E. Clarkeÿ(P),08/28-12/13,WCBA 161,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Morgan E. Clarkeÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Morgan E. Clarkeÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Morgan E. Clarkeÿ(P),11/28-11/28,TBA,,,,,,,,
29292,ACCT,229,508,CS,3,INTRO ACCOUNTINGÿ,TR,08:00 am-09:15 am,55,44,11,Michael J. Headÿ(P),08/28-12/13,WCBA 161,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Michael J. Headÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Michael J. Headÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Michael J. Headÿ(P),11/28-11/28,TBA,,,,,,,,
16482,ACCT,229,509,CS,3,INTRO ACCOUNTINGÿ,TR,09:35 am-10:50 am,60,58,2,Michael J. Headÿ(P),08/28-12/13,WCBA 161,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Michael J. Headÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Michael J. Headÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Michael J. Headÿ(P),11/28-11/28,TBA,,,,,,,,
14075,ACCT,229,510,CS,3,INTRO ACCOUNTINGÿ,TR,11:10 am-12:25 pm,60,58,2,Michael J. Headÿ(P),08/28-12/13,WCBA 161,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Michael J. Headÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Michael J. Headÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Michael J. Headÿ(P),11/28-11/28,TBA,,,,,,,,
32016,ACCT,229,511,CS,3,INTRO ACCOUNTINGÿ,MW,08:00 am-09:15 am,20,19,1,TBA,08/28-12/13,WCBA 111,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,TBA,09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,TBA,10/24-10/24,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,TBA,11/28-11/28,TBA,,,,,,,,
31468,ACCT,230,200,CS,3,HNR-INTRO ACCOUNTINGÿ,MW,11:10 am-12:25 pm,25,25,0,Annie L. McGowanÿ(P),08/28-12/13,WCBA 155,Honors,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
13132,ACCT,230,201,CS,3,HNR-INTRO ACCOUNTINGÿ,MW,12:45 pm-02:00 pm,25,16,9,Annie L. McGowanÿ(P),08/28-12/13,WCBA 155,Honors,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
10009,ACCT,230,500,CS,3,INTRO ACCOUNTINGÿ,W,11:20 am-12:35 pm,130,133,-3,Natalie L. Allenÿ(P),08/28-12/13,WCBA 114,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Natalie L. Allenÿ(P),09/19-09/19,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Natalie L. Allenÿ(P),10/17-10/17,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Natalie L. Allenÿ(P),11/14-11/14,TBA,,,,,,,,
,,,,,,,M,06:00 pm-08:00 pm,,,,Natalie L. Allenÿ(P),12/11-12/11,TBA,,,,,,,,
21514,ACCT,230,502,CS,3,INTRO ACCOUNTINGÿ,W,12:45 pm-02:00 pm,190,191,-1,Natalie L. Allenÿ(P),08/28-12/13,WCBA 114,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Natalie L. Allenÿ(P),09/19-09/19,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Natalie L. Allenÿ(P),10/17-10/17,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Natalie L. Allenÿ(P),11/14-11/14,TBA,,,,,,,,
,,,,,,,M,06:00 pm-08:00 pm,,,,Natalie L. Allenÿ(P),12/11-12/11,TBA,,,,,,,,
14185,ACCT,327,501,CS,3,FINANCIAL REPORTING Iÿ,MWF,08:00 am-08:50 am,40,40,0,Tara N. Blasorÿ(P),08/28-12/13,WCBA 105,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Tara N. Blasorÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Tara N. Blasorÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,M,07:15 pm-09:00 pm,,,,Tara N. Blasorÿ(P),11/20-11/20,TBA,,,,,,,,
10010,ACCT,327,502,CS,3,FINANCIAL REPORTING Iÿ,MWF,09:10 am-10:00 am,40,41,-1,Tara N. Blasorÿ(P),08/28-12/13,WCBA 105,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,,07:15 pm-09:00 pm,,,,Tara N. Blasorÿ(P),09/23-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Tara N. Blasorÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,M,07:15 pm-09:00 pm,,,,Tara N. Blasorÿ(P),11/20-11/20,TBA,,,,,,,,
10011,ACCT,327,503,CS,3,FINANCIAL REPORTING Iÿ,MWF,10:20 am-11:10 am,40,41,-1,Tara N. Blasorÿ(P),08/28-12/13,WCBA 105,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Tara N. Blasorÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Tara N. Blasorÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,M,07:15 pm-09:00 pm,,,,Tara N. Blasorÿ(P),11/20-11/20,TBA,,,,,,,,
13136,ACCT,327,504,CS,3,FINANCIAL REPORTING Iÿ,MWF,11:30 am-12:20 pm,40,40,0,Ryan Larkinÿ(P),08/28-12/13,WCBA 105,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Ryan Larkinÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Ryan Larkinÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,M,07:15 pm-09:00 pm,,,,Ryan Larkinÿ(P),11/20-11/20,TBA,,,,,,,,
14074,ACCT,327,505,CS,3,FINANCIAL REPORTING Iÿ,MWF,12:40 pm-01:30 pm,40,40,0,Ryan Larkinÿ(P),08/28-12/13,WCBA 105,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Ryan Larkinÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Ryan Larkinÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,M,07:15 pm-09:00 pm,,,,Ryan Larkinÿ(P),11/20-11/20,TBA,,,,,,,,
13137,ACCT,327,506,CS,3,FINANCIAL REPORTING Iÿ,MWF,01:50 pm-02:40 pm,40,40,0,Ryan Larkinÿ(P),08/28-12/13,WCBA 105,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Ryan Larkinÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Ryan Larkinÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,M,07:15 pm-09:00 pm,,,,Ryan Larkinÿ(P),11/20-11/20,TBA,,,,,,,,
27195,ACCT,327,507,CS,3,FINANCIAL REPORTING Iÿ,MWF,03:00 pm-03:50 pm,40,40,0,Ryan Larkinÿ(P),08/28-12/13,WCBA 105,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Ryan Larkinÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Ryan Larkinÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,M,07:15 pm-09:00 pm,,,,Ryan Larkinÿ(P),11/20-11/20,TBA,,,,,,,,
14186,ACCT,327,508,CS,3,FINANCIAL REPORTING Iÿ,TR,08:00 am-09:15 am,40,37,3,TBA,08/28-12/13,WCBA 104,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,TBA,09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,TBA,10/24-10/24,TBA,,,,,,,,
,,,,,,,M,07:15 pm-09:00 pm,,,,TBA,11/20-11/20,TBA,,,,,,,,
16525,ACCT,327,509,CS,3,FINANCIAL REPORTING Iÿ,TR,08:00 am-09:15 am,40,41,-1,Nathan Sharpÿ(P),08/28-12/13,WCBA 105,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Nathan Sharpÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Nathan Sharpÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Nathan Sharpÿ(P),11/28-11/28,TBA,,,,,,,,
17723,ACCT,327,510,CS,3,FINANCIAL REPORTING Iÿ,TR,09:35 am-10:50 am,40,42,-2,Nathan Sharpÿ(P),08/28-12/13,WCBA 105,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Nathan Sharpÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Nathan Sharpÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Nathan Sharpÿ(P),11/28-11/28,TBA,,,,,,,,
27193,ACCT,327,511,CS,3,FINANCIAL REPORTING Iÿ,TR,09:35 am-10:50 am,40,41,-1,Kayla M. Clineÿ(P),08/28-12/13,WCBA 104,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Kayla M. Clineÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Kayla M. Clineÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,M,07:15 pm-09:00 pm,,,,Kayla M. Clineÿ(P),11/20-11/20,TBA,,,,,,,,
31472,ACCT,327,512,CS,3,FINANCIAL REPORTING Iÿ,TR,11:10 am-12:25 pm,40,41,-1,Kayla M. Clineÿ(P),08/28-12/13,WCBA 104,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Kayla M. Clineÿ(P),09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,Kayla M. Clineÿ(P),10/24-10/24,TBA,,,,,,,,
,,,,,,,M,07:15 pm-09:00 pm,,,,Kayla M. Clineÿ(P),11/20-11/20,TBA,,,,,,,,
31510,ACCT,327,516,CS,3,FINANCIAL REPORTING Iÿ,TR,11:10 am-12:25 pm,0,4,-4,TBA,08/28-12/13,WCBA 182,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,TBA,09/26-09/26,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:00 pm,,,,TBA,10/24-10/24,TBA,,,,,,,,
,,,,,,,M,07:15 pm-09:00 pm,,,,TBA,11/20-11/20,TBA,,,,,,,,
10012,ACCT,328,501,CS,3,FINANCIAL REPORTING IIÿ,MW,12:45 pm-02:00 pm,28,30,-2,Adrienne C. Rhodesÿ(P),08/28-12/13,WCBA 111,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
10013,ACCT,328,502,CS,3,FINANCIAL REPORTING IIÿ,MW,02:20 pm-03:35 pm,28,34,-6,Adrienne C. Rhodesÿ(P),08/28-12/13,WCBA 111,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
10014,ACCT,328,503,CS,3,FINANCIAL REPORTING IIÿ,MW,03:55 pm-05:10 pm,28,28,0,Adrienne C. Rhodesÿ(P),08/28-12/13,WCBA 111,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
21551,ACCT,328,504,CS,3,FINANCIAL REPORTING IIÿ,TR,08:00 am-09:15 am,28,29,-1,Steven Grossmanÿ(P),08/28-12/13,WCBA 111,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
12974,ACCT,328,505,CS,3,FINANCIAL REPORTING IIÿ,TR,09:35 am-10:50 am,28,31,-3,Steven Grossmanÿ(P),08/28-12/13,WCBA 111,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
21717,ACCT,328,506,CS,3,FINANCIAL REPORTING IIÿ,TR,11:10 am-12:25 pm,28,32,-4,Steven Grossmanÿ(P),08/28-12/13,WCBA 111,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
27198,ACCT,328,507,CS,3,FINANCIAL REPORTING IIÿ,TR,09:35 am-10:50 am,28,31,-3,Dechun Wangÿ(P),08/28-12/13,WCBA 462,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
27200,ACCT,328,508,CS,3,FINANCIAL REPORTING IIÿ,TR,11:10 am-12:25 pm,28,33,-5,Dechun Wangÿ(P),08/28-12/13,WCBA 462,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
27202,ACCT,329,501,CS,3,COST MGMT & ANALYSISÿ,M,11:20 am-12:35 pm,200,90,110,Karen C. Farmerÿ(P),08/28-12/13,WCBA 114,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,06:00 pm-08:00 pm,,,,Karen C. Farmerÿ(P),12/12-12/12,TBA,,,,,,,,
13619,ACCT,405,501,CS,3,INCOME TAXÿ,MWF,08:00 am-08:50 am,50,31,19,Morgan E. Clarkeÿ(P),08/28-12/13,WCBA 161,,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
15212,ACCT,407,901,CS,3,AUDITINGÿ,MW,12:45 pm-02:00 pm,30,32,-2,Matthew S. Egeÿ(P),08/28-12/13,WCBA 104,Univ Req-Writing Intensive,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:15 pm,,,,Matthew S. Egeÿ(P),10/03-10/03,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:15 pm,,,,Matthew S. Egeÿ(P),11/07-11/07,TBA,,,,,,,,
15211,ACCT,407,902,CS,3,AUDITINGÿ,MW,02:20 pm-03:35 pm,30,32,-2,Matthew S. Egeÿ(P),08/28-12/13,WCBA 104,Univ Req-Writing Intensive,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:15 pm,,,,Matthew S. Egeÿ(P),10/03-10/03,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:15 pm,,,,Matthew S. Egeÿ(P),11/07-11/07,TBA,,,,,,,,
15210,ACCT,407,903,CS,3,AUDITINGÿ,MW,03:55 pm-05:10 pm,30,30,0,Matthew S. Egeÿ(P),08/28-12/13,WCBA 104,Univ Req-Writing Intensive,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:15 pm,,,,Matthew S. Egeÿ(P),10/03-10/03,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:15 pm,,,,Matthew S. Egeÿ(P),11/07-11/07,TBA,,,,,,,,
15204,ACCT,407,904,CS,3,AUDITINGÿ,TR,12:45 pm-02:00 pm,30,33,-3,April D. Nafstadÿ(P),08/28-12/13,WCBA 104,Univ Req-Writing Intensive,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:15 pm,,,,April D. Nafstadÿ(P),10/03-10/03,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:15 pm,,,,April D. Nafstadÿ(P),11/07-11/07,TBA,,,,,,,,
17550,ACCT,407,905,CS,3,AUDITINGÿ,TR,02:20 pm-03:35 pm,30,29,1,April D. Nafstadÿ(P),08/28-12/13,WCBA 104,Univ Req-Writing Intensive,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:15 pm,,,,April D. Nafstadÿ(P),10/03-10/03,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:15 pm,,,,April D. Nafstadÿ(P),11/07-11/07,TBA,,,,,,,,
18996,ACCT,407,906,CS,3,AUDITINGÿ,TR,11:10 am-12:25 pm,30,32,-2,Michael Shaubÿ(P),08/28-12/13,WCBA 105,Univ Req-Writing Intensive,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:15 pm,,,,Michael Shaubÿ(P),10/03-10/03,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:15 pm,,,,Michael Shaubÿ(P),11/07-11/07,TBA,,,,,,,,
31469,ACCT,407,907,CS,3,AUDITINGÿ,TR,12:45 pm-02:00 pm,30,34,-4,Michael Shaubÿ(P),08/28-12/13,WCBA 105,Univ Req-Writing Intensive,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
,,,,,,,T,07:15 pm-09:15 pm,,,,Michael Shaubÿ(P),10/03-10/03,TBA,,,,,,,,
,,,,,,,T,07:15 pm-09:15 pm,,,,Michael Shaubÿ(P),11/07-11/07,TBA,,,,,,,,
21516,ACCT,407,908,CS,3,AUDITINGÿ,MW,02:20 pm-03:35 pm,30,30,0,James C. Flaggÿ(P),08/28-12/13,WCBA 155,Univ Req-Writing Intensive,,,,,,,
,,,,,,(Restrictions/Details),,,,,,,,,,,,,,,,
10016,ACCT,408,500,CS,3,INTERNAL AUDITINGÿ,M,04:00 pm-05:45 pm,40,40,0,Tara N. Blasorÿ(P),08/28-12/13,WCBA 105,,,,,,,,
